"","fixed.acidity","volatile.acidity","citric.acid","residual.sugar","chlorides","free.sulfur.dioxide","total.sulfur.dioxide","density","pH","sulphates","alcohol","quality","log.volatile.acidity","log.chlorides","nonfree.sulfur.dioxide","log.density","log.pH","log.sulphates","log.alcohol","quality.binary "
"414",9.9,0.4,0.53,6.7,0.097,6,19,0.9986,3.27,0.82,11.7,7,-0.916290731874155,-2.33304430047875,13,-0.0014009809156281,1.18478998490916,-0.198450938723838,2.45958884180371,1
"415",8.8,0.52,0.34,2.7,0.087,24,122,0.9982,3.26,0.61,9.5,5,-0.653926467406664,-2.44184716032755,98,-0.00180162194662821,1.18172719537862,-0.49429632181478,2.2512917986065,0
"416",8.6,0.725,0.24,6.6,0.117,31,134,1.0014,3.32,1.07,9.3,5,-0.321583624127462,-2.14558134418438,103,0.00139902091370741,1.1999647829284,0.0676586484738149,2.23001440015921,0
"417",10.6,0.48,0.64,2.2,0.111,6,20,0.997,3.26,0.66,11.7,6,-0.7339691750802,-2.1982250776698,14,-0.00300450902029872,1.18172719537862,-0.415515443961666,2.45958884180371,0
"418",7,0.58,0.12,1.9,0.091,34,124,0.9956,3.44,0.48,10.5,5,-0.544727175441672,-2.39689577246529,90,-0.00440970848870007,1.23547147138531,-0.7339691750802,2.35137525716348,0
"419",11.9,0.38,0.51,2,0.121,7,20,0.9996,3.24,0.76,10.4,6,-0.967584026261706,-2.1119647333854,13,-0.000400080021339691,1.17557332980424,-0.27443684570176,2.34180580614733,0
"420",6.8,0.77,0,1.8,0.066,34,52,0.9976,3.62,0.68,9.9,5,-0.261364764134408,-2.71810053695571,18,-0.00240288461631031,1.28647402583768,-0.385662480811985,2.29253475714054,0
"421",9.5,0.56,0.33,2.4,0.089,35,67,0.9972,3.28,0.73,11.8,7,-0.579818495252942,-2.41911890925,32,-0.00280392733273426,1.18784342239605,-0.3147107448397,2.46809953147162,1
"422",6.6,0.84,0.03,2.3,0.059,32,48,0.9952,3.52,0.56,12.3,7,-0.174353387144778,-2.83021783507642,16,-0.00481155699722208,1.25846098961001,-0.579818495252942,2.50959926237837,1
"423",7.7,0.96,0.2,2,0.047,15,60,0.9955,3.36,0.44,10.9,5,-0.0408219945202552,-3.05760767727208,45,-0.00451015547788602,1.21194097397511,-0.82098055206983,2.3887627892351,0
"424",10.5,0.24,0.47,2.1,0.066,6,24,0.9978,3.15,0.9,11,7,-1.42711635564015,-2.71810053695571,18,-0.00220242355520004,1.14740245283754,-0.105360515657826,2.39789527279837,1
"425",7.7,0.96,0.2,2,0.047,15,60,0.9955,3.36,0.44,10.9,5,-0.0408219945202552,-3.05760767727208,45,-0.00451015547788602,1.21194097397511,-0.82098055206983,2.3887627892351,0
"426",6.6,0.84,0.03,2.3,0.059,32,48,0.9952,3.52,0.56,12.3,7,-0.174353387144778,-2.83021783507642,16,-0.00481155699722208,1.25846098961001,-0.579818495252942,2.50959926237837,1
"427",6.4,0.67,0.08,2.1,0.045,19,48,0.9949,3.49,0.49,11.4,6,-0.400477566597125,-3.10109278921182,29,-0.00511304938682301,1.24990173621434,-0.713349887877465,2.43361335540045,0
"428",9.5,0.78,0.22,1.9,0.077,6,32,0.9988,3.26,0.56,10.6,6,-0.2484613592985,-2.56394985712845,26,-0.00120072057651888,1.18172719537862,-0.579818495252942,2.36085400111802,0
"429",9.1,0.52,0.33,1.3,0.07,9,30,0.9978,3.24,0.6,9.3,5,-0.653926467406664,-2.65926003693278,21,-0.00220242355520004,1.17557332980424,-0.510825623765991,2.23001440015921,0
"430",12.8,0.84,0.63,2.4,0.088,13,35,0.9997,3.1,0.6,10.4,6,-0.174353387144778,-2.43041846450393,22,-0.000300045009001992,1.1314021114911,-0.510825623765991,2.34180580614733,0
"431",10.5,0.24,0.47,2.1,0.066,6,24,0.9978,3.15,0.9,11,7,-1.42711635564015,-2.71810053695571,18,-0.00220242355520004,1.14740245283754,-0.105360515657826,2.39789527279837,1
"432",7.8,0.55,0.35,2.2,0.074,21,66,0.9974,3.25,0.56,9.2,5,-0.59783700075562,-2.60369018577797,45,-0.00260338587011493,1.17865499634165,-0.579818495252942,2.21920348405499,0
"433",11.9,0.37,0.69,2.3,0.078,12,24,0.9958,3,0.65,12.8,6,-0.994252273343867,-2.55104645229255,12,-0.00420884477405468,1.09861228866811,-0.430782916092454,2.54944517092557,0
"434",12.3,0.39,0.63,2.3,0.091,6,18,1.0004,3.16,0.49,9.5,5,-0.941608539858445,-2.39689577246529,12,0.000399920021326891,1.15057202759882,-0.713349887877465,2.2512917986065,0
"435",10.4,0.41,0.55,3.2,0.076,22,54,0.9996,3.15,0.89,9.9,6,-0.891598119283784,-2.57702193869581,32,-0.000400080021339691,1.14740245283754,-0.116533816255952,2.29253475714054,0
"436",12.3,0.39,0.63,2.3,0.091,6,18,1.0004,3.16,0.49,9.5,5,-0.941608539858445,-2.39689577246529,12,0.000399920021326891,1.15057202759882,-0.713349887877465,2.2512917986065,0
"437",8,0.67,0.3,2,0.06,38,62,0.9958,3.26,0.56,10.2,6,-0.400477566597125,-2.81341071676004,24,-0.00420884477405468,1.18172719537862,-0.579818495252942,2.32238772029023,0
"438",11.1,0.45,0.73,3.2,0.066,6,22,0.9986,3.17,0.66,11.2,6,-0.798507696217772,-2.71810053695571,16,-0.0014009809156281,1.15373158788919,-0.415515443961666,2.41591377830105,0
"439",10.4,0.41,0.55,3.2,0.076,22,54,0.9996,3.15,0.89,9.9,6,-0.891598119283784,-2.57702193869581,32,-0.000400080021339691,1.14740245283754,-0.116533816255952,2.29253475714054,0
"440",7,0.62,0.18,1.5,0.062,7,50,0.9951,3.08,0.6,9.3,5,-0.478035800943,-2.78062089393705,43,-0.00491204436102064,1.12492959698548,-0.510825623765991,2.23001440015921,0
"441",12.6,0.31,0.72,2.2,0.072,6,29,0.9987,2.88,0.82,9.8,8,-1.17118298150295,-2.63108915996608,23,-0.00130084573304807,1.05779029414785,-0.198450938723838,2.28238238567653,1
"442",11.9,0.4,0.65,2.15,0.068,7,27,0.9988,3.06,0.68,11.3,6,-0.916290731874155,-2.68824757380603,20,-0.00120072057651888,1.11841491596429,-0.385662480811985,2.42480272571829,0
"443",15.6,0.685,0.76,3.7,0.1,6,43,1.0032,2.95,0.68,11.2,7,-0.378336440719912,-2.30258509299405,37,0.00319489089651929,1.08180517035173,-0.385662480811985,2.41591377830105,1
"444",10,0.44,0.49,2.7,0.077,11,19,0.9963,3.23,0.63,11.6,7,-0.82098055206983,-2.56394985712845,8,-0.00370686193132651,1.17248213723457,-0.462035459596559,2.45100509811232,1
"445",5.3,0.57,0.01,1.7,0.054,5,27,0.9934,3.57,0.84,12.5,7,-0.562118918153541,-2.91877123241786,22,-0.00662187630888697,1.27256559579155,-0.174353387144778,2.52572864430826,1
"446",9.5,0.735,0.1,2.1,0.079,6,31,0.9986,3.23,0.56,10.1,6,-0.3078847797693,-2.53830742651512,25,-0.0014009809156281,1.17248213723457,-0.579818495252942,2.31253542384721,0
"447",12.5,0.38,0.6,2.6,0.081,31,72,0.9996,3.1,0.73,10.5,5,-0.967584026261706,-2.5133061243097,41,-0.000400080021339691,1.1314021114911,-0.3147107448397,2.35137525716348,0
"448",9.3,0.48,0.29,2.1,0.127,6,16,0.9968,3.22,0.72,11.2,5,-0.7339691750802,-2.06356819252355,10,-0.00320513094894834,1.16938135955632,-0.328504066972036,2.41591377830105,0
"449",8.6,0.53,0.22,2,0.1,7,27,0.9967,3.2,0.56,10.2,6,-0.63487827243597,-2.30258509299405,20,-0.00330545700872648,1.16315080980568,-0.579818495252942,2.32238772029023,0
"450",11.9,0.39,0.69,2.8,0.095,17,35,0.9994,3.1,0.61,10.8,6,-0.941608539858445,-2.3538783873816,18,-0.000600180072032461,1.1314021114911,-0.49429632181478,2.37954613413017,0
"451",11.9,0.39,0.69,2.8,0.095,17,35,0.9994,3.1,0.61,10.8,6,-0.941608539858445,-2.3538783873816,18,-0.000600180072032461,1.1314021114911,-0.49429632181478,2.37954613413017,0
"452",8.4,0.37,0.53,1.8,0.413,9,26,0.9979,3.06,1.06,9.1,6,-0.994252273343867,-0.884307686021104,17,-0.0021022080918702,1.11841491596429,0.0582689081239758,2.2082744135228,0
"453",6.8,0.56,0.03,1.7,0.084,18,35,0.9968,3.44,0.63,10,6,-0.579818495252942,-2.47693848013882,17,-0.00320513094894834,1.23547147138531,-0.462035459596559,2.30258509299405,0
"454",10.4,0.33,0.63,2.8,0.084,5,22,0.9998,3.26,0.74,11.2,7,-1.10866262452161,-2.47693848013882,17,-0.000200020002667045,1.18172719537862,-0.301105092783922,2.41591377830105,1
"455",7,0.23,0.4,1.6,0.063,21,67,0.9952,3.5,0.63,11.1,5,-1.46967597005894,-2.7646205525906,46,-0.00481155699722208,1.25276296849537,-0.462035459596559,2.40694510831829,0
"456",11.3,0.62,0.67,5.2,0.086,6,19,0.9988,3.22,0.69,13.4,8,-0.478035800943,-2.45340798272863,13,-0.00120072057651888,1.16938135955632,-0.371063681390832,2.59525470695687,1
"457",8.9,0.59,0.39,2.3,0.095,5,22,0.9986,3.37,0.58,10.3,5,-0.527632742082372,-2.3538783873816,17,-0.0014009809156281,1.21491274436427,-0.544727175441672,2.33214389523559,0
"458",9.2,0.63,0.21,2.7,0.097,29,65,0.9988,3.28,0.58,9.6,5,-0.462035459596559,-2.33304430047875,36,-0.00120072057651888,1.18784342239605,-0.544727175441672,2.26176309847379,0
"459",10.4,0.33,0.63,2.8,0.084,5,22,0.9998,3.26,0.74,11.2,7,-1.10866262452161,-2.47693848013882,17,-0.000200020002667045,1.18172719537862,-0.301105092783922,2.41591377830105,1
"460",11.6,0.58,0.66,2.2,0.074,10,47,1.0008,3.25,0.57,9,3,-0.544727175441672,-2.60369018577797,37,0.000799680170564244,1.17865499634165,-0.562118918153541,2.19722457733622,0
"461",9.2,0.43,0.52,2.3,0.083,14,23,0.9976,3.35,0.61,11.3,6,-0.843970070294529,-2.48891467118554,9,-0.00240288461631031,1.20896034583698,-0.49429632181478,2.42480272571829,0
"462",8.3,0.615,0.22,2.6,0.087,6,19,0.9982,3.26,0.61,9.3,5,-0.486133011175619,-2.44184716032755,13,-0.00180162194662821,1.18172719537862,-0.49429632181478,2.23001440015921,0
"463",11,0.26,0.68,2.55,0.085,10,25,0.997,3.18,0.61,11.8,5,-1.34707364796661,-2.46510402249182,15,-0.00300450902029872,1.15688119679209,-0.49429632181478,2.46809953147162,0
"464",8.1,0.66,0.7,2.2,0.098,25,129,0.9972,3.08,0.53,9,5,-0.415515443961666,-2.32278780031156,104,-0.00280392733273426,1.12492959698548,-0.63487827243597,2.19722457733622,0
"465",11.5,0.315,0.54,2.1,0.084,5,15,0.9987,2.98,0.7,9.2,6,-1.1551826401565,-2.47693848013882,10,-0.00130084573304807,1.09192330051731,-0.356674943938732,2.21920348405499,0
"466",10,0.29,0.4,2.9,0.098,10,26,1.0006,3.48,0.91,9.7,5,-1.23787435600162,-2.32278780031156,16,0.000599820071967549,1.24703229378638,-0.0943106794712413,2.27212588550934,0
"467",10.3,0.5,0.42,2,0.069,21,51,0.9982,3.16,0.72,11.5,6,-0.693147180559945,-2.67364877438488,30,-0.00180162194662821,1.15057202759882,-0.328504066972036,2.4423470353692,0
"468",8.8,0.46,0.45,2.6,0.065,7,18,0.9947,3.32,0.79,14,6,-0.776528789498996,-2.7333680090865,11,-0.00531409482376877,1.1999647829284,-0.23572233352107,2.63905732961526,0
"469",11.4,0.36,0.69,2.1,0.09,6,21,1,3.17,0.62,9.2,6,-1.02165124753198,-2.40794560865187,15,0,1.15373158788919,-0.478035800943,2.21920348405499,0
"470",8.7,0.82,0.02,1.2,0.07,36,48,0.9952,3.2,0.58,9.8,5,-0.198450938723838,-2.65926003693278,12,-0.00481155699722208,1.16315080980568,-0.544727175441672,2.28238238567653,0
"471",13,0.32,0.65,2.6,0.093,15,47,0.9996,3.05,0.61,10.6,5,-1.13943428318836,-2.37515578582888,32,-0.000400080021339691,1.11514159061932,-0.49429632181478,2.36085400111802,0
"472",9.6,0.54,0.42,2.4,0.081,25,52,0.997,3.2,0.71,11.4,6,-0.616186139423817,-2.5133061243097,27,-0.00300450902029872,1.16315080980568,-0.342490308946776,2.43361335540045,0
"473",12.5,0.37,0.55,2.6,0.083,25,68,0.9995,3.15,0.82,10.4,6,-0.994252273343867,-2.48891467118554,43,-0.000500125041682243,1.14740245283754,-0.198450938723838,2.34180580614733,0
"474",9.9,0.35,0.55,2.1,0.062,5,14,0.9971,3.26,0.79,10.6,5,-1.04982212449868,-2.78062089393705,9,-0.00290421314738983,1.18172719537862,-0.23572233352107,2.36085400111802,0
"475",10.5,0.28,0.51,1.7,0.08,10,24,0.9982,3.2,0.89,9.4,6,-1.27296567581289,-2.52572864430826,14,-0.00180162194662821,1.16315080980568,-0.116533816255952,2.24070968927596,0
"476",9.6,0.68,0.24,2.2,0.087,5,28,0.9988,3.14,0.6,10.2,5,-0.385662480811985,-2.44184716032755,23,-0.00120072057651888,1.14422279992016,-0.510825623765991,2.32238772029023,0
"477",9.3,0.27,0.41,2,0.091,6,16,0.998,3.28,0.7,9.7,5,-1.30933331998376,-2.39689577246529,10,-0.00200200267067308,1.18784342239605,-0.356674943938732,2.27212588550934,0
"478",10.4,0.24,0.49,1.8,0.075,6,20,0.9977,3.18,1.06,11,6,-1.42711635564015,-2.59026716544583,14,-0.00230264906267556,1.15688119679209,0.0582689081239758,2.39789527279837,0
"479",9.6,0.68,0.24,2.2,0.087,5,28,0.9988,3.14,0.6,10.2,5,-0.385662480811985,-2.44184716032755,23,-0.00120072057651888,1.14422279992016,-0.510825623765991,2.32238772029023,0
"480",9.4,0.685,0.11,2.7,0.077,6,31,0.9984,3.19,0.7,10.1,6,-0.378336440719912,-2.56394985712845,25,-0.00160128136697388,1.16002091679675,-0.356674943938732,2.31253542384721,0
"481",10.6,0.28,0.39,15.5,0.069,6,23,1.0026,3.12,0.66,9.2,5,-1.27296567581289,-2.67364877438488,17,0.00259662584726591,1.13783300182139,-0.415515443961666,2.21920348405499,0
"482",9.4,0.3,0.56,2.8,0.08,6,17,0.9964,3.15,0.92,11.7,8,-1.20397280432594,-2.52572864430826,11,-0.00360649559411174,1.14740245283754,-0.083381608939051,2.45958884180371,1
"483",10.6,0.36,0.59,2.2,0.152,6,18,0.9986,3.04,1.05,9.4,5,-1.02165124753198,-1.88387475813586,12,-0.0014009809156281,1.11185751541813,0.048790164169432,2.24070968927596,0
"484",10.6,0.36,0.6,2.2,0.152,7,18,0.9986,3.04,1.06,9.4,5,-1.02165124753198,-1.88387475813586,11,-0.0014009809156281,1.11185751541813,0.0582689081239758,2.24070968927596,0
"485",10.6,0.44,0.68,4.1,0.114,6,24,0.997,3.06,0.66,13.4,6,-0.82098055206983,-2.17155683058764,18,-0.00300450902029872,1.11841491596429,-0.415515443961666,2.59525470695687,0
"486",10.2,0.67,0.39,1.9,0.054,6,17,0.9976,3.17,0.47,10,5,-0.400477566597125,-2.91877123241786,11,-0.00240288461631031,1.15373158788919,-0.755022584278033,2.30258509299405,0
"487",10.2,0.67,0.39,1.9,0.054,6,17,0.9976,3.17,0.47,10,5,-0.400477566597125,-2.91877123241786,11,-0.00240288461631031,1.15373158788919,-0.755022584278033,2.30258509299405,0
"488",10.2,0.645,0.36,1.8,0.053,5,14,0.9982,3.17,0.42,10,6,-0.438504962186365,-2.93746336543002,9,-0.00180162194662821,1.15373158788919,-0.867500567704723,2.30258509299405,0
"489",11.6,0.32,0.55,2.8,0.081,35,67,1.0002,3.32,0.92,10.8,7,-1.13943428318836,-2.5133061243097,32,0.000199980002666245,1.1999647829284,-0.083381608939051,2.37954613413017,1
"490",9.3,0.39,0.4,2.6,0.073,10,26,0.9984,3.34,0.75,10.2,6,-0.941608539858445,-2.61729583783375,16,-0.00160128136697388,1.20597080698861,-0.287682072451781,2.32238772029023,0
"491",9.3,0.775,0.27,2.8,0.078,24,56,0.9984,3.31,0.67,10.6,6,-0.25489224962879,-2.55104645229255,32,-0.00160128136697388,1.19694818938897,-0.400477566597125,2.36085400111802,0
"492",9.2,0.41,0.5,2.5,0.055,12,25,0.9952,3.34,0.79,13.3,7,-0.891598119283784,-2.90042209374967,13,-0.00481155699722208,1.20597080698861,-0.23572233352107,2.58776403522771,1
"493",8.9,0.4,0.51,2.6,0.052,13,27,0.995,3.32,0.9,13.4,7,-0.916290731874155,-2.95651156040071,14,-0.00501254182354429,1.1999647829284,-0.105360515657826,2.59525470695687,1
"494",8.7,0.69,0.31,3,0.086,23,81,1.0002,3.48,0.74,11.6,6,-0.371063681390832,-2.45340798272863,58,0.000199980002666245,1.24703229378638,-0.301105092783922,2.45100509811232,0
"495",6.5,0.39,0.23,8.3,0.051,28,91,0.9952,3.44,0.55,12.1,6,-0.941608539858445,-2.97592964625781,63,-0.00481155699722208,1.23547147138531,-0.59783700075562,2.4932054526027,0
"496",10.7,0.35,0.53,2.6,0.07,5,16,0.9972,3.15,0.65,11,8,-1.04982212449868,-2.65926003693278,11,-0.00280392733273426,1.14740245283754,-0.430782916092454,2.39789527279837,1
"497",7.8,0.52,0.25,1.9,0.081,14,38,0.9984,3.43,0.65,9,6,-0.653926467406664,-2.5133061243097,24,-0.00160128136697388,1.23256026117785,-0.430782916092454,2.19722457733622,0
"498",7.2,0.34,0.32,2.5,0.09,43,113,0.9966,3.32,0.79,11.1,5,-1.07880966137193,-2.40794560865187,70,-0.00340579313483282,1.1999647829284,-0.23572233352107,2.40694510831829,0
"499",10.7,0.35,0.53,2.6,0.07,5,16,0.9972,3.15,0.65,11,8,-1.04982212449868,-2.65926003693278,11,-0.00280392733273426,1.14740245283754,-0.430782916092454,2.39789527279837,1
"500",8.7,0.69,0.31,3,0.086,23,81,1.0002,3.48,0.74,11.6,6,-0.371063681390832,-2.45340798272863,58,0.000199980002666245,1.24703229378638,-0.301105092783922,2.45100509811232,0
"501",7.8,0.52,0.25,1.9,0.081,14,38,0.9984,3.43,0.65,9,6,-0.653926467406664,-2.5133061243097,24,-0.00160128136697388,1.23256026117785,-0.430782916092454,2.19722457733622,0
"502",10.4,0.44,0.73,6.55,0.074,38,76,0.999,3.17,0.85,12,7,-0.82098055206983,-2.60369018577797,38,-0.00100050033358342,1.15373158788919,-0.162518929497775,2.484906649788,1
"503",10.4,0.44,0.73,6.55,0.074,38,76,0.999,3.17,0.85,12,7,-0.82098055206983,-2.60369018577797,38,-0.00100050033358342,1.15373158788919,-0.162518929497775,2.484906649788,1
"504",10.5,0.26,0.47,1.9,0.078,6,24,0.9976,3.18,1.04,10.9,7,-1.34707364796661,-2.55104645229255,18,-0.00240288461631031,1.15688119679209,0.0392207131532813,2.3887627892351,1
"505",10.5,0.24,0.42,1.8,0.077,6,22,0.9976,3.21,1.05,10.8,7,-1.42711635564015,-2.56394985712845,16,-0.00240288461631031,1.16627093714192,0.048790164169432,2.37954613413017,1
"506",10.2,0.49,0.63,2.9,0.072,10,26,0.9968,3.16,0.78,12.5,7,-0.713349887877465,-2.63108915996608,16,-0.00320513094894834,1.15057202759882,-0.2484613592985,2.52572864430826,1
"507",10.4,0.24,0.46,1.8,0.075,6,21,0.9976,3.25,1.02,10.8,7,-1.42711635564015,-2.59026716544583,15,-0.00240288461631031,1.17865499634165,0.0198026272961797,2.37954613413017,1
"508",11.2,0.67,0.55,2.3,0.084,6,13,1,3.17,0.71,9.5,6,-0.400477566597125,-2.47693848013882,7,0,1.15373158788919,-0.342490308946776,2.2512917986065,0
"509",10,0.59,0.31,2.2,0.09,26,62,0.9994,3.18,0.63,10.2,6,-0.527632742082372,-2.40794560865187,36,-0.000600180072032461,1.15688119679209,-0.462035459596559,2.32238772029023,0
"510",13.3,0.29,0.75,2.8,0.084,23,43,0.9986,3.04,0.68,11.4,7,-1.23787435600162,-2.47693848013882,20,-0.0014009809156281,1.11185751541813,-0.385662480811985,2.43361335540045,1
"511",12.4,0.42,0.49,4.6,0.073,19,43,0.9978,3.02,0.61,9.5,5,-0.867500567704723,-2.61729583783375,24,-0.00220242355520004,1.10525683138678,-0.49429632181478,2.2512917986065,0
"512",10,0.59,0.31,2.2,0.09,26,62,0.9994,3.18,0.63,10.2,6,-0.527632742082372,-2.40794560865187,36,-0.000600180072032461,1.15688119679209,-0.462035459596559,2.32238772029023,0
"513",10.7,0.4,0.48,2.1,0.125,15,49,0.998,3.03,0.81,9.7,6,-0.916290731874155,-2.07944154167984,34,-0.00200200267067308,1.10856261952128,-0.210721031315653,2.27212588550934,0
"514",10.5,0.51,0.64,2.4,0.107,6,15,0.9973,3.09,0.66,11.8,7,-0.673344553263766,-2.23492644452023,9,-0.00270365157431482,1.12817109090965,-0.415515443961666,2.46809953147162,1
"515",10.5,0.51,0.64,2.4,0.107,6,15,0.9973,3.09,0.66,11.8,7,-0.673344553263766,-2.23492644452023,9,-0.00270365157431482,1.12817109090965,-0.415515443961666,2.46809953147162,1
"516",8.5,0.655,0.49,6.1,0.122,34,151,1.001,3.31,1.14,9.3,5,-0.423120043346885,-2.10373423424888,117,0.000999500333083423,1.19694818938897,0.131028262406404,2.23001440015921,0
"517",12.5,0.6,0.49,4.3,0.1,5,14,1.001,3.25,0.74,11.9,6,-0.510825623765991,-2.30258509299405,9,0.000999500333083423,1.17865499634165,-0.301105092783922,2.47653840011748,0
"518",10.4,0.61,0.49,2.1,0.2,5,16,0.9994,3.16,0.63,8.4,3,-0.49429632181478,-1.6094379124341,11,-0.000600180072032461,1.15057202759882,-0.462035459596559,2.12823170584927,0
"519",10.9,0.21,0.49,2.8,0.088,11,32,0.9972,3.22,0.68,11.7,6,-1.56064774826467,-2.43041846450393,21,-0.00280392733273426,1.16938135955632,-0.385662480811985,2.45958884180371,0
"520",7.3,0.365,0.49,2.5,0.088,39,106,0.9966,3.36,0.78,11,5,-1.00785792539965,-2.43041846450393,67,-0.00340579313483282,1.21194097397511,-0.2484613592985,2.39789527279837,0
"521",9.8,0.25,0.49,2.7,0.088,15,33,0.9982,3.42,0.9,10,6,-1.38629436111989,-2.43041846450393,18,-0.00180162194662821,1.22964055107451,-0.105360515657826,2.30258509299405,0
"522",7.6,0.41,0.49,2,0.088,16,43,0.998,3.48,0.64,9.1,5,-0.891598119283784,-2.43041846450393,27,-0.00200200267067308,1.24703229378638,-0.446287102628419,2.2082744135228,0
"523",8.2,0.39,0.49,2.3,0.099,47,133,0.9979,3.38,0.99,9.8,5,-0.941608539858445,-2.31263542884755,86,-0.0021022080918702,1.21787570949493,-0.0100503358535015,2.28238238567653,0
"524",9.3,0.4,0.49,2.5,0.085,38,142,0.9978,3.22,0.55,9.4,5,-0.916290731874155,-2.46510402249182,104,-0.00220242355520004,1.16938135955632,-0.59783700075562,2.24070968927596,0
"525",9.2,0.43,0.49,2.4,0.086,23,116,0.9976,3.23,0.64,9.5,5,-0.843970070294529,-2.45340798272863,93,-0.00240288461631031,1.17248213723457,-0.446287102628419,2.2512917986065,0
"526",10.4,0.64,0.24,2.8,0.105,29,53,0.9998,3.24,0.67,9.9,5,-0.446287102628419,-2.25379492882461,24,-0.000200020002667045,1.17557332980424,-0.400477566597125,2.29253475714054,0
"527",7.3,0.365,0.49,2.5,0.088,39,106,0.9966,3.36,0.78,11,5,-1.00785792539965,-2.43041846450393,67,-0.00340579313483282,1.21194097397511,-0.2484613592985,2.39789527279837,0
"528",7,0.38,0.49,2.5,0.097,33,85,0.9962,3.39,0.77,11.4,6,-0.967584026261706,-2.33304430047875,52,-0.00380723834295407,1.22082992139236,-0.261364764134408,2.43361335540045,0
"529",8.2,0.42,0.49,2.6,0.084,32,55,0.9988,3.34,0.75,8.7,6,-0.867500567704723,-2.47693848013882,23,-0.00120072057651888,1.20597080698861,-0.287682072451781,2.16332302566054,0
"530",9.9,0.63,0.24,2.4,0.077,6,33,0.9974,3.09,0.57,9.4,5,-0.462035459596559,-2.56394985712845,27,-0.00260338587011493,1.12817109090965,-0.562118918153541,2.24070968927596,0
"531",9.1,0.22,0.24,2.1,0.078,1,28,0.999,3.41,0.87,10.3,6,-1.51412773262978,-2.55104645229255,27,-0.00100050033358342,1.22671229129543,-0.139262067333508,2.33214389523559,0
"532",11.9,0.38,0.49,2.7,0.098,12,42,1.0004,3.16,0.61,10.3,5,-0.967584026261706,-2.32278780031156,30,0.000399920021326891,1.15057202759882,-0.49429632181478,2.33214389523559,0
"533",11.9,0.38,0.49,2.7,0.098,12,42,1.0004,3.16,0.61,10.3,5,-0.967584026261706,-2.32278780031156,30,0.000399920021326891,1.15057202759882,-0.49429632181478,2.33214389523559,0
"534",10.3,0.27,0.24,2.1,0.072,15,33,0.9956,3.22,0.66,12.8,6,-1.30933331998376,-2.63108915996608,18,-0.00440970848870007,1.16938135955632,-0.415515443961666,2.54944517092557,0
"535",10,0.48,0.24,2.7,0.102,13,32,1,3.28,0.56,10,6,-0.7339691750802,-2.28278246569787,19,0,1.18784342239605,-0.579818495252942,2.30258509299405,0
"536",9.1,0.22,0.24,2.1,0.078,1,28,0.999,3.41,0.87,10.3,6,-1.51412773262978,-2.55104645229255,27,-0.00100050033358342,1.22671229129543,-0.139262067333508,2.33214389523559,0
"537",9.9,0.63,0.24,2.4,0.077,6,33,0.9974,3.09,0.57,9.4,5,-0.462035459596559,-2.56394985712845,27,-0.00260338587011493,1.12817109090965,-0.562118918153541,2.24070968927596,0
